CVE_AGEB,NOM_MUN,VIVPAR_DES,VIVTOT,TVIVPAR,VIVPAR_HAB,VPH_PISOTI,VPH_NODREN,VPH_S_ELEC,VPH_SNBIEN,VPH_1CUART,VPH_LETR,PRO_OCUP_C,VPH_INTER,VPH_AUTOM,VPH_PC,VPH_REFRI,GRAPROES,n_bancos,n_cafes,n_inmobiliarias,n_empenos,n_usados,n_yonques,TASA_PISO_TIERRA,TASA_SIN_DRENAJE,TASA_SIN_ELEC,TASA_SIN_BIENES,TASA_1_CUARTO,TASA_LETRINA,HACINAMIENTO,SCORE_REZAGO,TASA_ABANDONO,abandono_alto
2601800010531,Cajeme,199.0,1333,1324.0,1090.0,9.0,7.0,5.0,7.0,31.0,0.0,0.77,656.0,604.0,443.0,1056.0,10.07,0,0,0,0,0,0,0.008257,0.006422,0.004587,0.006422,0.02844,,0.77,0.137355,0.149287,0
2601800010546,Cajeme,50.0,625,611.0,547.0,0.0,0.0,0.0,0.0,3.0,0.0,0.52,477.0,460.0,402.0,560.0,12.86,1,4,0,0,0,0,0.0,0.0,0.0,0.0,0.005484,0.0,0.52,0.075069,0.08,0
2601800010550,Cajeme,113.0,794,773.0,646.0,0.0,0.0,0.0,0.0,3.0,0.0,0.51,601.0,594.0,507.0,664.0,13.57,0,15,2,0,0,0,,0.0,0.0,0.0,0.004644,0.0,0.51,0.085774,0.142317,0
2601800010565,Cajeme,51.0,542,519.0,460.0,4.0,0.0,0.0,0.0,3.0,0.0,0.47,446.0,462.0,376.0,483.0,13.99,0,10,0,0,0,0,0.008696,0.0,0.0,0.0,0.006522,0.0,0.47,0.069317,0.094096,0
260180001057A,Cajeme,39.0,416,369.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,354.0,354.0,321.0,374.0,13.98,3,9,8,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.47,0.078333,0.09375,0
2601800010584,Cajeme,15.0,82,77.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,53.0,50.0,39.0,62.0,11.2,19,5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.078571,0.182927,1
2601800010601,Cajeme,185.0,958,946.0,714.0,5.0,0.0,0.0,0.0,7.0,0.0,0.58,618.0,596.0,497.0,716.0,12.99,0,4,0,0,0,0,0.007003,0.0,,0.0,0.009804,0.0,0.58,0.099468,0.193111,1
2601800010616,Cajeme,177.0,1117,1103.0,893.0,3.0,5.0,6.0,7.0,14.0,0.0,0.65,563.0,546.0,385.0,870.0,10.35,0,1,0,0,0,0,0.003359,0.005599,0.006719,0.007839,0.015677,0.0,0.65,0.098456,0.15846,0
2601800010620,Cajeme,175.0,1595,1563.0,1354.0,0.0,0.0,0.0,3.0,16.0,0.0,0.69,978.0,830.0,716.0,1371.0,11.12,2,4,0,0,0,0,,0.0,,0.002216,0.011817,0.0,0.69,0.140807,0.109718,0
2601800010635,Cajeme,43.0,414,398.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,343.0,334.0,289.0,359.0,14.21,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.074286,0.103865,0
260180001064A,Cajeme,153.0,684,681.0,510.0,0.0,0.0,0.0,0.0,12.0,0.0,0.63,355.0,342.0,302.0,497.0,11.77,0,4,1,0,0,0,,,,,0.023529,,0.63,0.326764,0.223684,1
2601800010654,Cajeme,147.0,638,628.0,464.0,3.0,0.0,3.0,4.0,4.0,0.0,0.58,314.0,304.0,257.0,466.0,12.0,2,2,2,0,0,0,0.006466,,0.006466,0.008621,0.008621,0.0,0.58,0.101696,0.230408,1
2601800010669,Cajeme,91.0,353,351.0,232.0,0.0,0.0,0.0,0.0,4.0,0.0,0.57,170.0,148.0,141.0,229.0,12.5,2,10,3,0,0,0,0.0,,,,0.017241,0.0,0.57,0.14681,0.25779,1
2601800010673,Cajeme,22.0,115,112.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,48.0,41.0,43.0,54.0,13.23,19,13,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.082857,0.191304,1
2601800010688,Cajeme,12.0,60,59.0,41.0,0.0,0.0,0.0,0.0,3.0,0.0,0.84,17.0,20.0,13.0,36.0,9.73,13,7,1,0,0,0,,,,,0.073171,0.0,0.84,0.30439,0.2,1
2601800010692,Cajeme,44.0,180,178.0,126.0,0.0,0.0,0.0,0.0,5.0,0.0,0.77,84.0,77.0,60.0,125.0,11.22,18,6,0,0,0,0,,0.0,0.0,0.0,0.039683,0.0,0.77,0.134947,0.244444,1
2601800010705,Cajeme,124.0,466,465.0,294.0,3.0,0.0,0.0,0.0,4.0,0.0,0.59,189.0,180.0,155.0,287.0,11.44,2,0,2,0,0,0,0.010204,,0.0,,0.013605,0.0,0.59,0.122762,0.266094,1
260180001071A,Cajeme,306.0,1727,1715.0,1359.0,29.0,7.0,10.0,14.0,41.0,0.0,0.76,712.0,679.0,522.0,1287.0,9.8,0,5,1,0,0,0,0.021339,0.005151,0.007358,0.010302,0.030169,,0.76,0.139053,0.177186,1
2601800010724,Cajeme,117.0,829,826.0,678.0,0.0,0.0,4.0,4.0,10.0,0.0,0.69,442.0,432.0,346.0,658.0,11.77,2,1,0,0,0,0,0.0,,0.0059,0.0059,0.014749,0.0,0.69,0.119425,0.141134,0
2601800010739,Cajeme,107.0,538,537.0,400.0,7.0,0.0,0.0,0.0,9.0,0.0,0.69,248.0,212.0,187.0,383.0,10.71,1,2,0,0,0,0,0.0175,0.0,,0.0,0.0225,0.0,0.69,0.121667,0.198885,1
2601800010743,Cajeme,116.0,498,496.0,349.0,0.0,0.0,3.0,4.0,14.0,0.0,0.63,201.0,193.0,173.0,330.0,11.24,5,2,1,0,0,0,,,0.008596,0.011461,0.040115,,0.63,0.172543,0.232932,1
2601800010758,Cajeme,144.0,757,754.0,496.0,0.0,0.0,0.0,0.0,20.0,0.0,0.58,376.0,338.0,297.0,485.0,11.87,5,6,0,0,0,0,0.0,,,,0.040323,0.0,0.58,0.155081,0.190225,1
2601800010762,Cajeme,12.0,91,91.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,47.0,43.0,39.0,62.0,12.24,2,2,1,0,0,0,0.0,0.0,,,,0.0,0.49,0.1225,0.131868,0
2601800010777,Cajeme,114.0,1071,1067.0,921.0,0.0,0.0,0.0,0.0,12.0,0.0,0.65,690.0,685.0,530.0,909.0,12.25,3,3,0,0,0,0,0.0,,0.0,,0.013029,0.0,0.65,0.132606,0.106443,0
2601800010781,Cajeme,130.0,1244,1243.0,1062.0,3.0,0.0,0.0,0.0,15.0,0.0,0.63,856.0,831.0,647.0,1046.0,12.08,4,4,0,0,0,0,0.002825,0.0,0.0,0.0,0.014124,0.0,0.63,0.092421,0.104502,0
2601800010796,Cajeme,120.0,1293,1285.0,1054.0,5.0,0.0,0.0,0.0,29.0,0.0,0.63,851.0,830.0,702.0,1048.0,12.32,22,3,1,0,0,0,0.004744,0.0,0.0,,0.027514,0.0,0.63,0.110376,0.092807,0
2601800010809,Cajeme,185.0,1401,1398.0,1170.0,0.0,3.0,5.0,5.0,14.0,3.0,0.66,771.0,722.0,558.0,1140.0,11.0,0,3,0,0,0,0,,0.002564,0.004274,0.004274,0.011966,0.002564,0.66,0.114274,0.132049,0
2601800010813,Cajeme,137.0,1073,1072.0,902.0,4.0,0.0,3.0,5.0,8.0,0.0,0.7,579.0,557.0,435.0,878.0,10.64,0,2,0,0,0,0,0.004435,,0.003326,0.005543,0.008869,0.0,0.7,0.120362,0.127679,0
2601800010828,Cajeme,155.0,1395,1395.0,1191.0,6.0,0.0,8.0,4.0,18.0,0.0,0.72,849.0,792.0,633.0,1168.0,11.04,1,2,0,0,0,0,0.005038,,0.006717,0.003359,0.015113,0.0,0.72,0.125038,0.111111,0
2601800010832,Cajeme,170.0,1282,1281.0,1079.0,7.0,0.0,7.0,6.0,13.0,0.0,0.69,702.0,678.0,503.0,1054.0,10.3,0,2,0,0,0,0,0.006487,,0.006487,0.005561,0.012048,0.0,0.69,0.120097,0.132605,0
2601800010936,Cajeme,63.0,562,478.0,377.0,3.0,0.0,0.0,0.0,4.0,0.0,0.58,434.0,431.0,383.0,461.0,14.17,9,2,0,0,0,0,0.007958,0.0,0.0,0.0,0.01061,0.0,0.58,0.08551,0.1121,0
2601800010955,Cajeme,55.0,641,602.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,549.0,545.0,515.0,565.0,14.58,0,0,1,0,0,0,,0.0,0.0,,,0.0,0.54,0.135,0.085803,0
260180001096A,Cajeme,11.0,224,183.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,204.0,201.0,196.0,207.0,14.67,0,5,0,0,0,0,,0.0,0.0,0.0,,0.0,0.56,0.112,0.049107,0
2601800010989,Cajeme,82.0,944,944.0,856.0,18.0,0.0,5.0,6.0,22.0,0.0,0.99,409.0,418.0,247.0,818.0,8.43,2,2,0,0,0,0,0.021028,,0.005841,0.007009,0.025701,,0.99,0.209916,0.086864,0
2601800010993,Cajeme,108.0,913,912.0,798.0,13.0,0.0,17.0,9.0,50.0,0.0,1.07,354.0,333.0,176.0,746.0,8.44,0,1,0,0,0,0,0.016291,,0.021303,0.011278,0.062657,,1.07,0.236306,0.118291,0
2601800011008,Cajeme,122.0,1048,1031.0,881.0,8.0,3.0,5.0,4.0,37.0,5.0,0.68,663.0,599.0,461.0,873.0,11.01,0,1,0,0,0,0,0.009081,0.003405,0.005675,0.00454,0.041998,0.005675,0.68,0.107196,0.116412,0
2601800011012,Cajeme,93.0,760,759.0,657.0,0.0,0.0,3.0,3.0,4.0,0.0,0.74,410.0,328.0,298.0,624.0,10.69,0,3,0,0,0,0,,0.0,0.004566,0.004566,0.006088,0.0,0.74,0.12587,0.122368,0
2601800011031,Cajeme,105.0,1131,1078.0,960.0,0.0,0.0,0.0,0.0,19.0,0.0,0.6,919.0,879.0,794.0,1010.0,13.95,0,6,0,0,0,0,,0.0,0.0,0.0,0.019792,0.0,0.6,0.103299,0.092838,0
2601800011046,Cajeme,68.0,671,661.0,563.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,499.0,466.0,440.0,568.0,13.21,10,5,0,0,0,0,,,,,0.005329,0.0,0.6,0.201776,0.101341,0
2601800011050,Cajeme,60.0,265,263.0,202.0,6.0,0.0,0.0,0.0,8.0,0.0,0.82,109.0,112.0,89.0,196.0,9.93,5,4,0,0,0,0,0.029703,0.0,0.0,,0.039604,0.0,0.82,0.148218,0.226415,1
2601800011065,Cajeme,90.0,836,832.0,711.0,29.0,0.0,0.0,0.0,14.0,0.0,0.76,409.0,405.0,298.0,689.0,9.75,2,3,0,0,0,0,0.040788,,,,0.019691,0.0,0.76,0.20512,0.107656,0
2601800011084,Cajeme,158.0,1789,1789.0,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,1112.0,1021.0,848.0,1591.0,11.24,1,2,0,0,0,0,,0.0,0.0,,,0.0,0.77,0.1925,0.088317,0
2601800011099,Cajeme,,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.87,128.0,132.0,88.0,240.5,10.585,5,11,0,0,0,0,,,,,,,,,,0
2601800011101,Cajeme,62.0,743,738.0,666.0,8.0,11.0,3.0,11.0,30.0,3.0,1.0,304.0,311.0,189.0,632.0,9.25,0,0,0,0,0,0,0.012012,0.016517,0.004505,0.016517,0.045045,0.004505,1.0,0.157014,0.083445,0
2601800011120,Cajeme,70.0,834,833.0,742.0,9.0,0.0,0.0,4.0,9.0,0.0,0.84,391.0,357.0,269.0,698.0,9.7,3,1,0,0,0,0,0.012129,,,0.005391,0.012129,0.0,0.84,0.17393,0.083933,0
2601800011135,Cajeme,72.0,821,820.0,737.0,10.0,0.0,8.0,7.0,22.0,0.0,0.87,350.0,341.0,233.0,680.0,9.2,3,2,0,0,0,0,0.013569,0.0,0.010855,0.009498,0.029851,0.0,0.87,0.133396,0.087698,0
260180001114A,Cajeme,73.0,605,601.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,361.0,358.0,277.0,508.0,11.45,1,2,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.89,0.148333,0.120661,0
2601800011188,Cajeme,64.0,813,810.0,739.0,7.0,0.0,5.0,11.0,27.0,0.0,0.83,389.0,329.0,195.0,708.0,9.21,0,0,0,0,0,0,0.009472,,0.006766,0.014885,0.036536,0.0,0.83,0.14961,0.078721,0
2601800011192,Cajeme,88.0,603,599.0,505.0,12.0,0.0,6.0,5.0,15.0,0.0,0.88,239.0,248.0,164.0,485.0,9.23,0,2,0,0,0,0,0.023762,0.0,0.011881,0.009901,0.029703,0.0,0.88,0.136464,0.145937,0
2601800011205,Cajeme,202.0,1364,1347.0,1127.0,13.0,0.0,4.0,6.0,16.0,0.0,0.77,574.0,578.0,379.0,1088.0,9.83,0,2,0,0,0,0,0.011535,,0.003549,0.005324,0.014197,,0.77,0.160921,0.148094,0
2601800011224,Cajeme,246.0,1618,1617.0,1341.0,5.0,0.0,0.0,5.0,15.0,0.0,0.8,765.0,806.0,530.0,1306.0,10.03,3,3,0,0,0,0,0.003729,0.0,,0.003729,0.011186,0.0,0.8,0.136441,0.15204,0
2601800011239,Cajeme,221.0,1623,1620.0,1350.0,4.0,0.0,3.0,0.0,21.0,0.0,0.76,957.0,1023.0,744.0,1333.0,12.25,4,3,0,0,0,0,0.002963,,0.002222,,0.015556,,0.76,0.195185,0.136168,0
2601800011243,Cajeme,184.0,1384,1382.0,1167.0,3.0,0.0,0.0,0.0,4.0,0.0,0.78,779.0,763.0,639.0,1145.0,11.46,0,1,0,0,0,0,0.002571,0.0,0.0,0.0,0.003428,0.0,0.78,0.112286,0.132948,0
2601800011281,Cajeme,759.0,7137,7044.0,6157.0,13.0,0.0,9.0,20.0,15.0,0.0,0.99,3561.0,3608.0,2694.0,6042.0,11.07,7,8,0,0,0,0,0.002111,,0.001462,0.003248,0.002436,0.0,0.99,0.166543,0.106347,0
2601800011366,Cajeme,185.0,721,685.0,461.0,0.0,0.0,0.0,0.0,7.0,0.0,0.57,457.0,402.0,410.0,495.0,14.73,7,14,0,0,0,0,,0.0,0.0,,0.015184,0.0,0.57,0.117037,0.256588,1
2601800011370,Cajeme,73.0,716,685.0,577.0,0.0,0.0,0.0,0.0,8.0,0.0,0.6,568.0,562.0,499.0,606.0,14.04,0,6,0,0,0,0,,0.0,0.0,0.0,0.013865,0.0,0.6,0.102311,0.101955,0
2601800011385,Cajeme,168.0,1411,1403.0,1204.0,13.0,5.0,5.0,5.0,50.0,4.0,0.84,736.0,674.0,437.0,1167.0,9.76,0,0,0,0,0,0,0.010797,0.004153,0.004153,0.004153,0.041528,0.003322,0.84,0.129729,0.119064,0
260180001139A,Cajeme,143.0,1165,1165.0,1005.0,16.0,0.0,7.0,4.0,42.0,0.0,0.9,601.0,595.0,401.0,963.0,10.4,0,1,0,0,0,0,0.01592,,0.006965,0.00398,0.041791,,0.9,0.193731,0.122747,0
2601800011402,Cajeme,370.0,2521,2515.0,2126.0,0.0,0.0,4.0,3.0,0.0,0.0,0.72,1314.0,1010.0,875.0,2077.0,10.73,0,2,0,0,0,0,,0.0,0.001881,0.001411,,0.0,0.72,0.144658,0.146767,0
2601800011417,Cajeme,181.0,1425,1413.0,1216.0,9.0,0.0,3.0,6.0,22.0,0.0,0.88,648.0,574.0,438.0,1189.0,9.83,0,1,0,0,0,0,0.007401,,0.002467,0.004934,0.018092,0.0,0.88,0.152149,0.127018,0
2601800011421,Cajeme,199.0,1479,1465.0,1254.0,113.0,4.0,17.0,13.0,50.0,0.0,1.04,590.0,600.0,318.0,1189.0,9.02,0,1,0,0,0,0,0.090112,0.00319,0.013557,0.010367,0.039872,0.0,1.04,0.171014,0.13455,0
2601800011436,Cajeme,140.0,1239,1239.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,746.0,713.0,530.0,1065.0,11.36,2,0,0,0,0,0,,0.0,0.0,0.0,,0.0,0.73,0.146,0.112994,0
260180001185A,Cajeme,348.0,1315,1285.0,924.0,185.0,86.0,10.0,8.0,166.0,230.0,1.13,432.0,434.0,270.0,824.0,10.01,0,0,0,0,0,0,0.200216,0.093074,0.010823,0.008658,0.179654,0.248918,1.13,0.267335,0.264639,1
2601800011864,Cajeme,85.0,884,881.0,794.0,11.0,5.0,4.0,9.0,29.0,4.0,0.96,413.0,399.0,216.0,747.0,9.28,0,1,0,0,0,0,0.013854,0.006297,0.005038,0.011335,0.036524,0.005038,0.96,0.148298,0.096154,0
2601800011879,Cajeme,68.0,778,771.0,656.0,0.0,0.0,0.0,0.0,9.0,0.0,0.77,581.0,545.0,499.0,658.0,13.61,3,1,0,0,0,0,,0.0,0.0,0.0,0.01372,0.0,0.77,0.13062,0.087404,0
2601800011991,Cajeme,56.0,587,583.0,523.0,4.0,0.0,0.0,6.0,14.0,0.0,0.92,280.0,289.0,170.0,498.0,9.48,0,5,0,0,0,0,0.007648,,,0.011472,0.026769,0.0,0.92,0.193178,0.0954,0
2601800012006,Cajeme,31.0,405,404.0,363.0,0.0,0.0,0.0,4.0,5.0,0.0,0.94,177.0,191.0,112.0,348.0,9.17,0,0,0,0,0,0,,,,0.011019,0.013774,0.0,0.94,0.241198,0.076543,0
2601800012010,Cajeme,77.0,927,924.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,551.0,525.0,426.0,831.0,10.54,0,1,0,0,0,0,,0.0,0.0,,0.0,0.0,0.71,0.142,0.083064,0
2601800012025,Cajeme,62.0,1029,1026.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,629.0,610.0,465.0,936.0,10.95,0,2,0,0,0,0,,0.0,,,,0.0,0.69,0.23,0.060253,0
260180001203A,Cajeme,76.0,817,761.0,673.0,7.0,4.0,3.0,4.0,12.0,0.0,0.71,546.0,557.0,457.0,708.0,12.27,0,1,0,0,0,0,0.010401,0.005944,0.004458,0.005944,0.017831,,0.71,0.125763,0.093023,0
2601800012044,Cajeme,104.0,904,832.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,707.0,696.0,579.0,777.0,13.91,2,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.115044,0
2601800012059,Cajeme,162.0,906,902.0,720.0,16.0,0.0,10.0,6.0,34.0,0.0,0.92,317.0,315.0,186.0,678.0,8.65,0,1,0,0,0,0,0.022222,,0.013889,0.008333,0.047222,,0.92,0.202333,0.178808,1
2601800012063,Cajeme,97.0,653,634.0,534.0,9.0,0.0,0.0,0.0,13.0,0.0,0.89,257.0,262.0,139.0,527.0,8.92,0,1,0,0,0,0,0.016854,,,,0.024345,,0.89,0.3104,0.148545,0
2601800012133,Cajeme,6.0,18,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,5.0,6.0,88.0,12.0,8.28,2,1,0,0,0,0,0.0,,0.0,0.0,0.0,,1.09,0.218,0.333333,1
2601800012148,Cajeme,44.0,329,329.0,282.0,9.0,0.0,0.0,0.0,26.0,0.0,1.15,137.0,144.0,81.0,272.0,9.36,0,1,0,0,0,0,0.031915,0.0,,,0.092199,,1.15,0.318528,0.133739,0
2601800012167,Cajeme,99.0,794,653.0,525.0,0.0,0.0,0.0,0.0,37.0,0.0,0.58,646.0,493.0,571.0,662.0,13.79,5,6,0,0,0,0,,0.0,0.0,0.0,0.070476,0.0,0.58,0.108413,0.124685,0
2601800012171,Cajeme,95.0,597,538.0,431.0,0.0,0.0,0.0,0.0,21.0,0.0,0.63,455.0,415.0,394.0,488.0,14.06,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.048724,0.0,0.63,0.096961,0.159129,0
2601800012186,Cajeme,90.0,735,735.0,631.0,32.0,0.0,4.0,3.0,34.0,0.0,1.02,376.0,305.0,215.0,604.0,9.67,0,6,0,0,0,0,0.050713,,0.006339,0.004754,0.053883,,1.02,0.227138,0.122449,0
2601800012190,Cajeme,102.0,1266,1252.0,1146.0,9.0,3.0,4.0,5.0,17.0,0.0,0.89,670.0,690.0,454.0,1097.0,10.6,0,0,0,0,0,0,0.007853,0.002618,0.00349,0.004363,0.014834,,0.89,0.15386,0.080569,0
2601800012203,Cajeme,42.0,377,374.0,312.0,0.0,0.0,0.0,0.0,3.0,0.0,0.87,243.0,234.0,191.0,310.0,12.51,0,0,0,0,0,0,,0.0,,0.0,0.009615,0.0,0.87,0.175923,0.111406,0
2601800012218,Cajeme,22.0,87,87.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,52.0,46.0,45.0,60.0,12.78,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.118571,0.252874,1
2601800012222,Cajeme,37.0,384,383.0,328.0,3.0,0.0,0.0,0.0,6.0,0.0,0.73,304.0,284.0,245.0,325.0,13.06,0,0,0,0,0,0,0.009146,0.0,0.0,0.0,0.018293,,0.73,0.12624,0.096354,0
2601800012311,Cajeme,23.0,148,147.0,115.0,0.0,0.0,0.0,0.0,3.0,0.0,0.71,94.0,99.0,75.0,114.0,12.87,0,0,0,0,0,0,,,0.0,0.0,0.026087,,0.71,0.184022,0.155405,0
2601800012379,Cajeme,17.0,179,179.0,156.0,0.0,0.0,0.0,3.0,0.0,0.0,1.04,60.0,54.0,39.0,141.0,9.25,0,0,0,0,0,0,,0.0,,0.019231,0.0,0.0,1.04,0.211846,0.094972,0
2601800012383,Cajeme,86.0,662,657.0,564.0,26.0,5.0,9.0,7.0,36.0,3.0,1.16,169.0,225.0,90.0,507.0,8.7,0,1,0,0,0,0,0.046099,0.008865,0.015957,0.012411,0.06383,0.005319,1.16,0.187497,0.129909,0
2601800012398,Cajeme,45.0,248,248.0,202.0,10.0,0.0,4.0,5.0,23.0,0.0,1.27,59.0,69.0,30.0,183.0,8.42,0,1,0,0,0,0,0.049505,,0.019802,0.024752,0.113861,,1.27,0.295584,0.181452,1
2601800012400,Cajeme,33.0,374,374.0,339.0,25.0,0.0,8.0,8.0,44.0,3.0,1.35,128.0,128.0,66.0,307.0,8.71,0,1,0,0,0,0,0.073746,,0.023599,0.023599,0.129794,0.00885,1.35,0.268265,0.088235,0
2601800012415,Cajeme,0.0,42,41.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,33.0,32.0,29.0,33.0,14.87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.5,0.083333,0.0,0
260180001242A,Cajeme,10.0,55,55.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,24.0,26.0,15.0,41.0,10.04,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.01,0.168333,0.181818,1
2601800012434,Cajeme,5.0,96,96.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,69.0,69.0,63.0,80.0,14.18,0,2,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.75,0.125,0.052083,0
2601800012449,Cajeme,71.0,760,755.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,481.0,456.0,381.0,656.0,11.84,1,0,0,0,0,0,,0.0,0.0,,,0.0,0.93,0.2325,0.093421,0
2601800012557,Cajeme,,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.87,128.0,132.0,88.0,240.5,10.585,0,0,0,0,0,0,,,,,,,,,,0
2601800012561,Cajeme,62.0,169,169.0,96.0,3.0,0.0,0.0,3.0,0.0,0.0,1.02,22.0,20.0,7.0,82.0,8.86,0,0,0,0,0,0,0.03125,0.0,,0.03125,,0.0,1.02,0.2165,0.366864,1
2601800012576,Cajeme,38.0,129,129.0,88.0,7.0,3.0,3.0,0.0,12.0,0.0,1.24,18.0,13.0,6.0,80.0,7.66,0,0,0,0,0,0,0.079545,0.034091,0.034091,,0.136364,,1.24,0.304818,0.294574,1
2601800012580,Cajeme,85.0,437,426.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,204.0,123.0,84.0,317.0,9.62,0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,0.98,0.196,0.194508,1
2601800012608,Cajeme,6.0,44,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,25.0,19.0,18.0,38.0,10.97,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.87,0.145,0.136364,0
2601800012612,Cajeme,49.0,149,147.0,93.0,0.0,4.0,4.0,0.0,9.0,0.0,1.02,37.0,61.0,34.0,83.0,9.82,0,0,0,0,0,0,,0.043011,0.043011,,0.096774,0.0,1.02,0.240559,0.328859,1
2601800012627,Cajeme,17.0,96,95.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,66.0,69.0,59.0,74.0,13.36,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.108571,0.177083,1
2601800012631,Cajeme,65.0,707,707.0,602.0,0.0,0.0,0.0,0.0,13.0,0.0,0.93,452.0,433.0,364.0,596.0,11.89,0,1,0,0,0,0,,0.0,0.0,0.0,0.021595,0.0,0.93,0.158599,0.091938,0
2601800012646,Cajeme,41.0,585,582.0,518.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,339.0,317.0,259.0,503.0,11.32,1,0,0,0,0,0,0.0,,0.007722,,0.007722,0.0,1.0,0.203089,0.070085,0
2601800012735,Cajeme,0.0,12,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,10.0,12.0,11.0,10.0,14.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.082857,0.0,0
260180001274A,Cajeme,58.0,529,527.0,464.0,9.0,3.0,3.0,4.0,3.0,0.0,0.89,221.0,232.0,138.0,440.0,9.5,0,2,0,0,0,0,0.019397,0.006466,0.006466,0.008621,0.006466,,0.89,0.156236,0.109641,0
2601800012754,Cajeme,51.0,604,600.0,543.0,33.0,0.0,6.0,5.0,23.0,0.0,0.94,252.0,243.0,129.0,515.0,8.72,1,3,1,0,0,0,0.060773,0.0,0.01105,0.009208,0.042357,0.0,0.94,0.151913,0.084437,0
2601800012769,Cajeme,14.0,70,69.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,23.0,25.0,15.0,55.0,10.17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.125714,0.2,1
2601800012773,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,,,0.0,0.0,,0
2601800012788,Cajeme,32.0,797,783.0,733.0,0.0,0.0,0.0,3.0,0.0,0.0,0.96,448.0,317.0,246.0,704.0,9.4,2,1,0,0,0,0,,0.0,0.0,0.004093,0.0,0.0,0.96,0.160682,0.040151,0
2601800012792,Cajeme,7.0,351,349.0,324.0,0.0,0.0,3.0,0.0,0.0,0.0,1.07,236.0,163.0,124.0,308.0,10.2,0,0,0,0,0,0,0.0,0.0,0.009259,,,0.0,1.07,0.215852,0.019943,0
2601800012805,Cajeme,266.0,2064,1945.0,1643.0,6.0,3.0,14.0,22.0,5.0,0.0,1.06,918.0,657.0,577.0,1593.0,9.66,0,1,0,0,0,0,0.003652,0.001826,0.008521,0.01339,0.003043,0.0,1.06,0.155776,0.128876,0
260180001281A,Cajeme,50.0,114,112.0,57.0,0.0,0.0,5.0,0.0,0.0,0.0,0.84,35.0,36.0,26.0,50.0,10.3,0,0,0,0,0,0,,,0.087719,,0.0,,0.84,0.30924,0.438596,1
2601800012824,Cajeme,193.0,1599,1599.0,1385.0,6.0,0.0,8.0,7.0,35.0,0.0,0.96,914.0,829.0,687.0,1320.0,10.9,0,1,0,0,0,0,0.004332,0.0,0.005776,0.005054,0.025271,,0.96,0.166739,0.1207,0
